K,H,hd0,hwl,a,b,hd,hw,r1,rw,R,Q,Qls
1.9e-06,90.0,7.6,0.9,60.0,25.0,6.699999999999999,83.3,27.705937991701354,21.850968611841584,49.55690660354294,0.008463665502527739,8.4637,
